id,ad_content
80375e92-f57f-5106-be2b-cca6b76d6ff2/a3,"24. Folgende Bücher sind um beygesetzte billige Preise zu haben: Bibel in fol. mit Auslegungen, in Leder u. Goldschnitt. Btz. 76. Budaei allgem. historischer Lerikon. 4 Thle. fol. Btz 46. Etterlin, Chronik d. Eidgenossenschaft mit Kupf. Btz. 26. Europa, das verwirrte. 3 Thle mit Kpf. Fr. 10. Myller-Reisebe. schreibung v. Europa, Asta u. Afrika, mit segeschichten v. Ländern Völkern des ganzen Erdkreises à Thle. Btz. 35. Savary, le parfait négociant 2 tom. Bz. 25. Suiceri Lex. graeco-latin. Bz. 12. Welthistorie, aligem. der neuern Zeit. 27 Thle. Fr. 22. Aecraphilologica, d. i. merkwürd. Hist. 1. Discourse. Bz. 6. Adelung, Auszug d. deutsch. Sprachl. f. Schulen. Btz. 4. Allioni, o.d. Ursprung, Verlauf Natur u. Heilung des Friesels. Btz. 6. Anfangsgründe d. franz. Sprache. Mühlh. Btz. 3. Amusement philos. 8. l. language des betes. Bz. 7. Briefe f. Kinder u. Anleit. z0 Brfschreiben. Btz. 4. Moral. Bfe. Btz. 5. Bfe. u. Sterbenden an Freunde. Btz. 3. Büschings neue Erdbeschreibung. Btz. 80. Campes Theophron. Bz. 6. Christenschatz oder 300 geistl. Lieder. Btz. 7. Döderlein, Tacitus Agrigola. Bz. 4. Fama, geistliche. Btz. 35. Flatts Wochenpredigten. Btz. 8 Frank, der Arzt als Hausfreund. Btz. 10. Bibl. Geschichte, v. Predigern d. Kantons, Basel. Mit Melodien u. Karten. Btz. 10. Beyträgez. Geschichte d. Synode 3-Dortrecht, mit 2 Zeichnungen. Btz. 15. Handbuch d. gemeinnützigsten Kenntnisse, für Volksschulen. 3 Bd. 15 Btz. HedericiLex. deutsch-lateinisch. Btz. 14. Historien aller merkw. Reisen zu Wasser u. zu Land. 12 Thle. Btz. 45. Hübners Real-Zeitungsn. Conversations-Ler. Btz. 16. Jakobi Betrachtungen üb. d. weisen Absichten Gottes. 2 Bde. Btz. 12. Conversationen im Vorhofe d. Tempels d. Wahrbeit. Btz. 7. Raphaeloder d. stille Leben. Btz. 5. Mélanges philos. hist. cribig. tom. 10. Bz. 22. Müller, prakt. Handbuch der GalanterieKrankheiten, mit Recepten. Btz. 12. Napoleon Buonaparte u. sein Volk. Btz. 10. Niemeyers Grundsätzed Erziehung. 3 Bd. Btz. 15. Pritci, J. G. Introd. in lection: N. Test. aux. Hoffmann. Bz. 10. Real über Gegenst. d. A. u. R. Geschichte. 4 Bd. Btz. 9. Reinhards Dogmatik. Btz. 25. Richard. son, Sittenlehre f. d. Jugend, in Fabeln, mit Kupf. Btz. 8. Rudolphi Relkentheorie. Btz 6. Schmld. griech. Schulgrammatik. Btz. 9. Seidel, Ordnung d. Heils. 3 Bde. Btz. 12. Siegfried v. Lindenberg 2 Bde. Btz. 14. Sturms-Unterhaltungen mit Gott in d. Morgenstund. àTh. Btz. 15. Tiersch griech. Grammatik. Btz. 10. DeWette, Lehrb. d. Dogmatik. 2Th. Btz. 40. Dito Einleitung in das A. Test. Btz 25. Wiese deutsches Kirchenrecht. Btz. 25. Schatzkästlein. Btz. 6. bey Chr. Munzinger, zu St. Martin."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a4,"25. Eine wohl besetzte Wälder-Uhr mit Gewicht, welche gut geht, aus Mange Platzes; in No. 262 in der Neuenvorst."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a5,"26. Da ich künftiges Frühjahr mein Land antreten werde, um es selbst zu benutzen. so wünschte meine Behausung No. 807 auf der Steinenbrücke zu verkaufen; die Liebhaber belieben sich wegen Besichtigung des Hauses bey mir selbst zu melden. Heinrich Plattner."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a6,"27. Chez J. B. Duby devant la poste: de la belle bougie blanche, première qualité, pour tables et voitures, de 4, 5, 6 et 8 à la et au demi kilogram, à 22 et 24batz; une Zi quafité, moins blanche, mais aussi bonne, à 18 batz la W."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a7,"28. Eine schöne Flöte von BuchsbaumHolz, mit schwarzen Reifen und 6 messingenen Klappen, wovon 2 mit doppelten Griffen, um billigen Preis."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a8,"29. In No. 21 im Schafgäßlein sind wieder gute frisch gedörrte Eicheln zu haben, das lb zu 8 Batzen."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a9,30. Etli
8422d812-85e1-5415-887b-51b280353b0f/a1,"1. Im Eckladen No. 376 kl. Basel, gegenüber der kleinen Metzg, so wie in dem neu erbauten Neben-Magazin, ist eine Niederlage von preiswürdigen wollenen Bettund Glätte-Decken, ordinary u. fein wollenem Bernertuch für Argauer 1. Berner Jupons; – ferner findet man daselbst durchs ganze Jahr ein bedeutendes Sortiment von extra Nähfaden weiß und gefarbt von 27 Tours fix à 12 und 13 kr. das Dutzend. Taffetund Mareeline-Resten von 11 bis 14 Batzen der Stab, seidene Fichus u. Herren-Tücher von 9 bis 30 Btz. das Stück, gefarbte Percale von 4 à 7 Btz. der Stab, ordinary dicke und feine Halbleinen von 6 1/2 bis 14 Btz. die Elle, seidene Watten, Futter-Leinen, Barchent ꝛc., nebst einem Sortiment gefärbter und weißer Baumwolle sowohl zum stricken als zum weben, als Einschlag und Zettel; LandEnglische u. Hamburger Strümpf-Wolle, unter letzterer befindet sich eine Gattung schwarz à Btz. 32, und grau melirte à Btz. 36 das l, sehr empfehlungswerth, und noch viele andere Artikel mehr; billige Preise und gute Bedienung dürfte ohne öftere Wiederholung die geeignetste Empfehlung seyn."
8422d812-85e1-5415-887b-51b280353b0f/a10,10. In No. 20 nächst dem St. JohannThor sind gute Erdäpfel Sacku. Sesterweis à 18 Btz. zu haben.
8422d812-85e1-5415-887b-51b280353b0f/a11,11. Ein 14säumiges in gutem Stand besindliches weingrünes Faß.
8422d812-85e1-5415-887b-51b280353b0f/a12,"12. Gutgetrocknete Lohstöcke zu 9 Btz. das Hundert, bey Bauer, Rothgerber, am Rindermarkt."
8422d812-85e1-5415-887b-51b280353b0f/a13,"13. Behufs anderer Verwendung des Kapitals, wird eine sich zu 5 % richtig verzinsende Obligation von Fr. 1200 de Fr. ins nächst gelegene Französische, vögtlicherweise zum Verkauf angetragen. Einsicht davon kann im RheinschifffahrtsComptoir genommen werden."
8422d812-85e1-5415-887b-51b280353b0f/a14,"14. In No. 580 an der Schneidergasse sind mehrere Zentner Ende zu verkaufen, man kann solche aber Pfundweise oder zusammen haben."
8422d812-85e1-5415-887b-51b280353b0f/a15,"15. In der Schneider'schen Buchhandlung sind folgende Schriften zu haben: Abendstunden, herausgegeben von Franz Theremin. Berlin. 1833. 28 Btz. weg der Wahrheit, die da ist nach der Gottseligkeit. Von G. Tersteegen. 7te verb. Auflage. Essen. 1834. 15 Btz. Reden aus der Wahrheit v. C. F. Major, v. D. N. 15 Btz. Die Waldblumen. Eine Erzählung für die Jugend. Nach dem Englischen bearbeitet von C. F. Najor. 9 Btz."
8422d812-85e1-5415-887b-51b280353b0f/a16,"16. Ich habe die Ehre E. E. Püblikum hiemit zu benachrichtigen, daß mein Commissions-Waarenlager mit zwey neuen Artikeln vermehrt worden ist, indem ich so eben eine Probe-Sendung von schönen Halbseiden-Stoffen in sogenannten Roulerines, Chillerines & Glacmnes von besonderer Güte zu den Preisen von 15, 18 bis 20 Btz. der Stab, u. ferner eine Parthie Wachstaffet, Wachs-Mousselines u. Wachstücher, Wachs-Papier u. PatentSohlen, in allen Qualitäten und zu sehr billigen Preisen erhalten, welche sich durch ihre Güte u. Schönheit ebenfalls von selbst empfehlen, deshalb ich geneigtem Zuspruch ergebenst entgegen sehe. J. Huber-Schmitter, an der Eisengasse."
8422d812-85e1-5415-887b-51b280353b0f/a17,"4. Leug17. No. 609 im Schnabelgäßlein hat die Ehre, E. E. Publikum hiemit anzuzeigen, daß er neuerdings ein frisches Sortiment Bobinet Thulle in Banden u. am Stück, in feinster Qualität, nebst einer reichen Auswahl von Ostindischen Foulards mit neuesten Dessins in engl. Druck, zu sehr biligen Preisen, erhalten hat; womit er sich nebst seinen unterm 26. Dec. hierin angezeigten führenden cst empfiehlt."
8422d812-85e1-5415-887b-51b280353b0f/a18,"18. Ein Billard mit aller Zugehörde, in bestem Stand und schönster Einrichtung, an Platz um billigen Preis."
8422d812-85e1-5415-887b-51b280353b0f/a19,19. Künstliche Magnete in allen Größen sind jederzeit in den niedrigst möglichsten Preisen zu haben bey Franz Freuler No. 460 hinterm Spahlenthurm.
8422d812-85e1-5415-887b-51b280353b0f/a2,"2. Unterzeichneter empfiehlt E. E. Publikum sein vollständiges Sortiment von Regenschirmen; er übernimmt auch alle gebrauchten sowohl im Tausch, als zum Repariren und Ueberziehen, und verspricht für alles die biligsten Preise. D. Keller-Falkner, No. 1737 hinter der großen Me"
8422d812-85e1-5415-887b-51b280353b0f/a20,"29. Im Weißen-Kreutz steht ein gutes Reie-Pferd zum reiten und fahren, nebst Wägelin mit gedecktem Sitz, aus freyer Hand zu verkaufen."
8422d812-85e1-5415-887b-51b280353b0f/a3,"3. Durch Annahme einer Stelle sieht sich ein Frauenzimmer veranlaßt, ihr bisher gehaltenes kleines Waarenlager aufzugeben, u. wünscht daher solches bald moglichst mit (für den Uebernehmer desselben) sehr vortheilhaften Bedingnissen an jemand ganz oder theilweise zu übergeben. Die bestehenden Artikel sind: aller Farben Seide, weißer und aefärbter Faden, weiße u. gefärbte seidene Band, so wie auch florethseidene, leinene, baumwollene und wollene; weiße u. schwarze Fadenu. Baumwoll-Spitzen; schwarze Blonden; aller Arten Nähu. Stricknadeln, nebst etwas Wollenwaaren u. noch viele andere in dieses Fach einschlagende Artikel."
8422d812-85e1-5415-887b-51b280353b0f/a4,"4. Als Anhang zum Rauracher N. 26. Neujahrs-Prophezeihungen, 4 kr. Die Abonnenten obigen Blattes erhalten diese Prophez. gratis, in der holdenecker'schen Leihbibliothek."
8422d812-85e1-5415-887b-51b280353b0f/a5,"5. 12 Jonc-Sessel so viel als neu, um billigen Preis."
8422d812-85e1-5415-887b-51b280353b0f/a6,"6. In No. 1525 auf dem Fischmarkt ist in Commission zu verkaufen: ein neuer eiserner Sparheerd, ein Kaffeheerd, einige Waffleneisen, eiserne Leuchter, und verschiedene andre kleine Gegenstände, alles aus der bekannten Eßlinger Fabrik, wofür, um aufzuräumen, sehr billige Preise gestattet werden."
8422d812-85e1-5415-887b-51b280353b0f/a7,"7. Bey Daniel Rumpf, No. 1759 an der Schneidergasse, der Hagenbach'schen Apothek gegenüber, sind zu haben: Herren. u. Frauenzimmer-Wollschuhe, Wollstiefel, Ueberschuhe, EndeFunken, Socken, Sohlen, u. Grenzacher Schuhe das Paar von 11 bis 13 Batzen, etwas zusammen genommen noch biliger. Er empfiehlt sich bestens."
8422d812-85e1-5415-887b-51b280353b0f/a8,"8. Bey Hosch-Burtorf auf dem Baarfüßerplatz ist frisch angelangt: Feiner weißer Sago à Btz. 5, Vermicelli, Maccaroni, u. Lasagnette oder Gemüßnudlen à Btz. 3 pr. lb; alles erste Qualität."
8422d812-85e1-5415-887b-51b280353b0f/a9,"9. Eine so viel als neue, angestrichene tannene Kommode. Eine dito kleinere. Eine gute Violin. Eine Wälder-Uhr mit Flaschenzug. In No. 658."
9ca77702-c067-57ee-b1bc-4ee551592be6/a0,41. Ein Kirchensitz im kleinen mittlern Röst. Peter.
9ca77702-c067-57ee-b1bc-4ee551592be6/a1,42. Ein gutes Forte-piano um biligen No. 127.
9ca77702-c067-57ee-b1bc-4ee551592be6/a10,"1. Ein Mann aus dem Kanton Zürich, 27 Jahre alt, welcher gut schreiben und rechnen kann, wünscht in einem Laden, im Fall auch in einer Fabrike einen Platz zu erhalten; er würde sich jede ehrbare Beschäftigung gefallen lassen; in No. 1400. Spitalsprung."
9ca77702-c067-57ee-b1bc-4ee551592be6/a11,"2. Eine junge Person rekommandirt sich als Stubenmagd, oder zu größern Kindern, auch als Ladenjungfer; sie hat schon in einem Kaufladen und bey einer Herrschaft gedient, versteht die Schneiderarbeit und das Blumenmachen, hatt auch das Goffriren gelernt, und andere Frauenzimmer-Arbeiten; sie wünscht so als möglich einzutreten"
9ca77702-c067-57ee-b1bc-4ee551592be6/a12,"3. Ein junger Mensch, welcher hier erzogen wurde, deutsch u. französisch lesen u. schreiben, auch rechnen kann, wünscht einen Platz in einer Bandfabrike oder zu einem andern ordentlichen Geschäfte zu finden, derselbe kann Zeugnisse seiner Aufführung und Treue aufweisen; man kann auch bey seinen frühern Herren nachfragen."
9ca77702-c067-57ee-b1bc-4ee551592be6/a13,"4. Man wünscht einen Knaben, welcher kürzlich aus dem Welschland kam, und eine saubere Handschrift führt, in einem hiesigen Handlungshause, am liebsten in einer Bandfabrike in die Lehre unterzubringen; zu erfragen in No. 821. vordere Steinen-Vorstadt."
9ca77702-c067-57ee-b1bc-4ee551592be6/a14,"6. Man sucht einen recht guten und erfahrnen Stuhlschreiner-Gesell, wenn er auch verheirathet wäre."
9ca77702-c067-57ee-b1bc-4ee551592be6/a15,6. Ein Mann von gesetztem Alter wünscht als Copist in einem Comptoir oder einer Fergstube aufgenommen zu werden; er würde sich mit einem sehr biligen Salarium begnügen. Ist in No. 1138 in der Weißengasse zu erfragen.
9ca77702-c067-57ee-b1bc-4ee551592be6/a16,"7. In No. 836 bey der Steinenbrücke nähme man noch mehrere Kostgänger an, in oder außer dem Hause zu schlafen; auch könnte daselbst Essen in die Häuser abgegeben werden; für bilige u. reelle Bedienung würde man bestens besorgt seyn."
9ca77702-c067-57ee-b1bc-4ee551592be6/a17,"8. Ein junger Mann, welcher mit guten Zeugnissen versehen ist, und auf dessen Treue man sich verlassen kann, gut deutsch und französisch schreibt, wünscht als Aufseher in einer Fabrike, dessen Fach er 10 Jahre zu aller Zufriedenheit begleitete, auch auf ähnliche Art oder sonst wieder angestellt zu werden."
9ca77702-c067-57ee-b1bc-4ee551592be6/a18,"9. Eine hiesige Burgerstochter empfiehlt sich beym Eingang in dies neue Jahr einem E. Frauengeschlechte bestens, nicht nur mit Frauenschneiderey, sondern auch mit Tull-Verstechen, welches sie so gut erlernt hat, daß man den schadhaften u. verstochenen Theil vom Ganzen nicht zu unterscheiden weiß. Sie bittet daher um geneigtes Zutrauen, und wohnt an der"
9ca77702-c067-57ee-b1bc-4ee551592be6/a19,"10. Eine bestandene Person, welche schon in vielen E. Häusern gedient hat, gut kochen und spinnen kann, so wie auch alle häuslichen Geschäfte versteht, wünscht einen Platz zu erhalten; sie ist mit guten Zeugnissen versehen."
9ca77702-c067-57ee-b1bc-4ee551592be6/a2,"43. Ein Losament von Stube, Kammer, Küche und was der Augenschein noch ferner zeigen wird; in No. 9 kl. Basel zu erfragen."
9ca77702-c067-57ee-b1bc-4ee551592be6/a20,"11. Eine Frau wünscht als Krankenwärterin oder Vorgängerin unterzukommen; man beliebe sich zu melden in No. 56 drey Stegen hoch, in der kl. Stadt."
9ca77702-c067-57ee-b1bc-4ee551592be6/a21,"12. Es wünscht Jemand, der eine saubere deutsche und französische Handschrift besitzt, auch im Rechnen erfahren ist, hald möglichst eine Anstellung in einer BandFabrike oder sor"
9ca77702-c067-57ee-b1bc-4ee551592be6/a22,"13. Eine rechtschaffene Magd von mittlerm Alter, welche gut kochen und spinnen kann, und schon viele Jahre in hiesigen E. Häusern gedient hat, sucht einen Platz, und k"
9ca77702-c067-57ee-b1bc-4ee551592be6/a23,"14. In No. 1742 hinter der großen Metzg sind fortwährend verschiedne Dienstboten zu erfragen, als Knechte zu allerhand ehrlichen Geschäften brauchbar; sehr gute Köchinnen, sowohl für vornehme als gemeine Herrschaften, welche sich empfehlen werden: Stuben-Kelleru. Ladenjungfern, Kindsmägde, theils deutsch und französisch sprechend, schneidern schön weißnähen und brodieren können; alle sind mit guten Zeugnissen versehen Cohne diese werden keine angenommen), für sogleich oder auf Weihnacht einzutreten. Wittib Weinmann geb. Scherb."
9ca77702-c067-57ee-b1bc-4ee551592be6/a24,15. Un jeune homme possédant l'écriture et les langues francaise et allemande désirerait entrer dans une maison de cette ville poury faire l'apprentissage de commerce.
9ca77702-c067-57ee-b1bc-4ee551592be6/a25,"16. Ein Schmied aus dem Badischen, welcher sich bey Mömpelgardt etablirt hat, wünscht einen Knaben von rechtschaffenen Eltern um billiges Lehrgeld in die Lehre zu nehmen, wo er zugleich die französische Sprache lernen könnte."
9ca77702-c067-57ee-b1bc-4ee551592be6/a26,"17. In einem Handelshaus dahier könnte ein junger fleßiger Mann mehrere Mah des Jahrs auf einige Zeit angestellt werden, derselbe müßte aber eine geläufige schöne französische Handschrift schreiben, u. auf seine Verschwiegenheit müßte man sich allervorderst verlassen können. Die Arbeit beschränkt sich nur auf Copien sollte man aber keine schöne französische Handschrift schreiben, so ist die Bewerbung ganz vergeblich. Diejenigen welche sich hiezu anzugeben wünschten, sind ersucht, ihre französische Handschrift unter dem Buchstaben petschirt in dem Berichthaus abzugeben mit ng B"
9ca77702-c067-57ee-b1bc-4ee551592be6/a27,"18. Eine erfahrene Schneiderin empfiehlt sich, für 6 Btz. pr. Tag in Kundenhäuser zu gehen: ist zu erfragen in No. 681 im Gerb in."
9ca77702-c067-57ee-b1bc-4ee551592be6/a28,"19. Bey Frau Lotz-Hosch, in No. 79 auf dem Todtentanz, wünschte man um ein billiges Kostgeld etliche Herren zu er-"
9ca77702-c067-57ee-b1bc-4ee551592be6/a29,"20. In eine kleine Haushaltung wird ein ehrbares Mädchen gesucht, welches etwas nähen und stricken kann; könnte sogleich eintreten."
9ca77702-c067-57ee-b1bc-4ee551592be6/a3,44. Zwey heizbare Stuben mit Alekoven u. Kabinet; in No. 1008 in der Aeschen. tad
9ca77702-c067-57ee-b1bc-4ee551592be6/a4,"45. Zwey Losamenter von 5 schönen hellen und geräumigen Zimmern nebst einer Kammer und Küchen ꝛc., alles auf einem Boden; auch einem sehr schönen Bauchhaus, nebst einem sehr großen geräumigen Keller, zusammen oder zertheilt, auf Fastnachtfronfasten."
9ca77702-c067-57ee-b1bc-4ee551592be6/a5,"1. In der Gegend der Freyenstraße sucht man einen Laden nebst einem Losament von Stube und Alekoven, je eher je lieber, oder doch auf Pfingsfronfasten zu beziehen."
9ca77702-c067-57ee-b1bc-4ee551592be6/a6,2. Man wünscht eine kleine Wirthschaft oder eine Beckerey sogleich in Empfang zu nehmen; zu erfragen bey Wittwe Glaser in No. 234 an der Greiffengasse.
9ca77702-c067-57ee-b1bc-4ee551592be6/a7,"3. Ein Platz für einige Gefährter zu stellen, müßten aber gut versorgt seyn."
9ca77702-c067-57ee-b1bc-4ee551592be6/a8,4. Rechtschaffene sehr solide Leute wünschten eine Wirthschaft samt noch 2 à 3 wohnbaren Zimmern ꝛc. oder in dessen Ermanglung ein dazu geeignetes Haus sogleich oder auf Fastnachtfronfasten in Empfang zu nehmen. Allfallsige Anträge beliebe man unter der Adresse M. B. verschlossen ins Berichthaus zu senden.
9ca77702-c067-57ee-b1bc-4ee551592be6/a9,"6. Es wird vor dem AeschenSteinenoder Spahlenthor ein Losament zu entlehnen gesucht, nämlich ebner Erde für ein Werk zu stellen, eine Stege hoch Stube , Kammer und Küche ꝛc.; in Ermanglung der zwey letztern könnte zuletzt nur ein Schlafzimmer angenommen werden. Die Bedingnisse und Adresse sind unter den Buchstaben B. W. im Berichthaus abzugeben."
b5684a59-3154-55c7-9a48-0f8355240c5d/a1,"3. In No. 1737 hinter der Metzg: Ein Losament, bestehend in Stube und Rebenstube, Kammer, Küche mit ablaufendem Wasserstein, und was der Augenzigen wird."
b5684a59-3154-55c7-9a48-0f8355240c5d/a10,"12. In No. 1137 in der Weißengasse: Ein Losament 2 Stegen hoch, bestehend in einer Stube, 2 Kammern und Küche mit ablaufendem Wasserstein, auf Fasttfronfasten."
b5684a59-3154-55c7-9a48-0f8355240c5d/a11,"13. In No. 781 in der vordern SteinenVorstadt: Zwey Losamenter, das eine 2 Treppen hoch, von Stube mit Alekoven, beschlüssiger Küche und Kammer, sogleich oder auf Fastnachtfronfasten zu beziehen, das andere ebnen Fußes auf FastnachtFronfasten."
b5684a59-3154-55c7-9a48-0f8355240c5d/a12,"14. In No. 843 an der Thorsteinen ist eine schöne, helle und gut eingerichtete Mechaniker-Werkstätte nebst einer guten Wohnung en leich zu be"
b5684a59-3154-55c7-9a48-0f8355240c5d/a13,"15. In No. 687 am St. Leonhards-Berg: Ein Losament eine Stege hoch, für eine einzelne Weibsperson."
b5684a59-3154-55c7-9a48-0f8355240c5d/a14,"16. An einer der besten Lagen der Stadt: Ein Laden samt Ladenstüblein und einer Kammer, als Magazin zu gebrauchen; zugleich auch ein sehr großer und guter Keller; zu erfragen in No. 1595 auf der E"
b5684a59-3154-55c7-9a48-0f8355240c5d/a15,"17. An der Thorsteinen: Eine helle Kammer für eine Person, sogleich zu beziehen."
b5684a59-3154-55c7-9a48-0f8355240c5d/a16,"18. In der St. Johann-Vorstodt: Ein Losament von Stube und Nebenkammer, an eine, höchstens zwey Personen."
b5684a59-3154-55c7-9a48-0f8355240c5d/a17,"19. Ein Frauensitz in der Münsterkirche. Ein , dito bey St. Peter."
b5684a59-3154-55c7-9a48-0f8355240c5d/a18,"20. Ein Losament eine Stege hoch, von Zimmern; auch ein meublirtes Zimmer für einen Herrn."
b5684a59-3154-55c7-9a48-0f8355240c5d/a19,"21. Der Laden im Hause No. 641 an der Gerbergasse, ist auf Fastnachtfronfasten zu beziehen; ist sich deßwegen in No. 39 vor dem Riehenthor anzumelden."
b5684a59-3154-55c7-9a48-0f8355240c5d/a2,"4. In No. 370 kl. Basel, nahe bey der Rheinbrucke, Rheinseits: Ein schönes helles Losament im ersten Stock, von Stube, Alekoven, Kammer, Küche, ablaufendem Wasserstein und was der Augenschein weiter zeigen wird, auf Fast. nachtfronfasten."
